title,action,minutes
How to Help a Dog Adjust to Your Household Routine,Walk your dog at regular times of day,21-30mins
How to Help a Dog Adjust to Your Household Routine,Establish a bed-time ritual,11-20mins
How to Help a Dog Adjust to Your Household Routine,Give it time,11-20mins
How to Store Cast Iron Cookware,Place a piece of paper towel between stacked pans,1-10mins
How to Store Cast Iron Cookware,Remove the lid prior to storage,21-30mins
How to Store Cast Iron Cookware,Dry your cast iron cookware completely prior to storage,1-10mins
How to Process Tie Guan Yin (TGY) Tea,Dry tea leaves in the sun (sai qing),1-10mins
How to Process Tie Guan Yin (TGY) Tea,Dry the tea in air conditioned environment (wei diao),41-50mins
How to Buy Patio Pavers,Ask about return and warranty policies before you buy,21-30mins
How to Treat Your Child if You Are New to Motherhood,Be outdoors with them,1-10mins
How to Treat Your Child if You Are New to Motherhood,They invited you and you have to be there,21-30mins
How to Clean a Wrist Brace,Fill the bowl with warm (not hot) water,1-10mins
How to Clean a Wrist Brace,Mix the ingredients together well with a large spoon or whisk,41-50mins
How to Clean a Wrist Brace,Squeeze excess water out of the brace,11-20mins
How to Get a Prototype Made,Make a sketch of your product,11-20mins
How to Get a Prototype Made,Obtain a computer-aided design (CAD) of your prototype,11-20mins
How to Get a Prototype Made,Create a handmade version of your design,1-10mins
How to Get a Prototype Made,Protect your design,21-30mins
How to Get a Prototype Made,Consider 3D printing,21-30mins
How to Get a Prototype Made,Fill your orders,1-10mins
How to Deal with a Work Colleague Who Has Stinky Lunches,Play the allergy or vegetarian card,11-20mins
How to Talk to an Autistic Child,Draw a picture,21-30mins
How to Talk to an Autistic Child,Don't exclude them,11-20mins
How to Forget Lost Love,Write a list of negatives,11-20mins
How to Forget Lost Love,Share your feelings with someone you trust.It's never easy admitting how much you've been hurt or that you can't get over the loss of your love,21-30mins
How to Forget Lost Love,Know when to seek help,31-40mins
How to Forget Lost Love,Unfollow your lost love on social media,21-30mins
How to Forget Lost Love,Give yourself some space,11-20mins
How to Choose the Right Computer Components on a Budget,Make a list of the components you need,1-10mins
How to Change the Icon for an Exe File,Enter in the command to load the EXE file,21-30mins
How to Change the Icon for an Exe File,Download a Batch to EXE converter,31-40mins
How to Make a Blanket Fort,Find a location with enough space,31-40mins
How to Make a Blanket Fort,Locate the materials to build the frame,11-20mins
How to Make a Blanket Fort,Collect several blankets and pillows,31-40mins
How to Make a Blanket Fort,Drape blankets over the frames.Add heavy comforters to parts of the framework to create dark rooms within the fort,11-20mins
How to Make a Blanket Fort,Secure the blankets,1-10mins
How to Make a Blanket Fort,Create a floor with blankets,1-10mins
How to Make a Blanket Fort,Add pillows for comfort,11-20mins
How to Live an Organic Lifestyle,Consider starting your own organic garden,1-10mins
How to Live an Organic Lifestyle,Look for environmentally friendly cleaning products,11-20mins
How to Live an Organic Lifestyle,Choose hygiene and beauty products wisely,1-10mins
How to Live an Organic Lifestyle,Purchase used clothing,11-20mins
How to Live an Organic Lifestyle,Drive a fuel-efficient car,1-10mins
How to Live an Organic Lifestyle,Take public transportation,21-30mins
How to Reduce the Swelling and Redness of Pimples,Determine your skin type,21-30mins
How to Relax on an Airplane,Make sure that the airline of your choice does not have too many stopovers,1-10mins
How to Relax on an Airplane,If you really want to sleep on the plane don't sleep the previous night of your flight,11-20mins
How to Relax on an Airplane,When you're on the plane look out of the window if you're sitting on a window seat,21-30mins
How to Relax on an Airplane,Tour around the cabin when the seat belt sign is switched on,1-10mins
How to Relax on an Airplane,If you're really bored to death try looking at the flight path,1-10mins
How to Relax on an Airplane,If Step 9 does not work think of what you will do at your destination,21-30mins
How to Use the GPS System in Need for Speed,Avoid surprises,11-20mins
How to Use the GPS System in Need for Speed,Drive away from roads with cops,1-10mins
How to Use the GPS System in Need for Speed,Lay low afterwards,1-10mins
How to Remember Your Past Lives,Relax your mind and seek a place of calm,41-50mins
How to Remember Your Past Lives,Relax your body,11-20mins
How to Remember Your Past Lives,Prepare yourself,21-30mins
How to Remember Your Past Lives,Begin your journey,11-20mins
How to Remember Your Past Lives,Walk down your hallway,1-10mins
How to Remember Your Past Lives,Welcome a past life,11-20mins
How to Remember Your Past Lives,Be patient,11-20mins
How to Remember Your Past Lives,Accept what you see,11-20mins
How to Remember Your Past Lives,Return to the present,11-20mins
How to Figure Concrete Yardage,Calculate the volume of each prism,11-20mins
How to Figure Concrete Yardage,Convert all measurements to the same units,11-20mins
How to Figure Concrete Yardage,Find the volume of the prism using the formula: Volume = Length * Width * Height,11-20mins
How to Figure Concrete Yardage,Convert the volume into cubic yards or cubic meters as needed,11-20mins
How to Figure Concrete Yardage,Calculate the volume of any irregularly-shaped forms,11-20mins
How to Figure Concrete Yardage,Buy a little more concrete than you need,11-20mins
How to Transition to College Life,Stay organized,31-40mins
How to Transition to College Life,Get to know your roommate,11-20mins
How to Transition to College Life,Encourage visitors,1-10mins
How to Transition to College Life,Don't stress out too much,1-10mins
How to Set Outlook Express To Leave Email Messages On The Server,Open Outlook Express,11-20mins
How to Copy DVD Discs onto a PC and Burn a New DVD,Download and install software to copy your DVD,1-10mins
How to Copy DVD Discs onto a PC and Burn a New DVD,Open the DVD Drive Door and insert the DVD you wish to copy,1-10mins
How to Copy DVD Discs onto a PC and Burn a New DVD,Choose the file destination,1-10mins
How to Copy DVD Discs onto a PC and Burn a New DVD,Place a blank DVD into the drive,1-10mins
How to Make a Help File,Write the help topics,11-20mins
How to Make a Help File,Include screenshots if needed,1-10mins
How to Make a Help File,Create a map file if one is needed,1-10mins
How to Make a Help File,Test the help file,11-20mins
How to Make a Help File,Give the help file to the developer to include with the program,21-30mins
How to Draw Sheldon J. Plankton from SpongeBob SquarePants,Draw a large oval for the eyeball,11-20mins
How to Draw Sheldon J. Plankton from SpongeBob SquarePants,Draw a large vertical oval,11-20mins
How to Draw Sheldon J. Plankton from SpongeBob SquarePants,Draw the hands and legs,11-20mins
How to Draw Sheldon J. Plankton from SpongeBob SquarePants,Outline the body shape over the sketch and add in details,11-20mins
How to Make Apple Cider Pork Stew,Add the rest of the oil into the pot along with the vegetables and herbs and cook for 6 to 8 minutes,11-20mins
How to Make Apple Cider Pork Stew,Add the apples allspice and cranberries and cook for another 3 to 5 minutes,11-20mins
How to Make Apple Cider Pork Stew,Pour in the apple cider then scrape the bottom and sides of the pot with a wooden spoon,11-20mins
How to Make Apple Cider Pork Stew,Add the chicken stock and pork tenderloin bring the stew to a boil then simmer for 8 to 10 minutes,21-30mins
How to Make Apple Cider Pork Stew,Remove the herbs then serve the stew,51-60mins
How to Make Pineapple Juice,Cut off the stem,1-10mins
How to Make Pineapple Juice,Turn the pineapple a quarter turn a repeat,31-40mins
How to Make Pineapple Juice,Chunk the pineapple,41-50mins
How to Become a Horse Eventer,Have the appropriate tack,11-20mins
How to Become a Horse Eventer,Have the appropriate apparel for yourself,11-20mins
How to Become a Horse Eventer,Have some money,21-30mins
How to Become a Horse Eventer,Take 1-2 lessons per week and ride 6 days a week,41-50mins
How to Become a Horse Eventer,You must be in good shape really good shape,21-30mins
How to Prune a Crabapple Tree,Perform major pruning during the dormant season,11-20mins
How to Prune a Crabapple Tree,Remove suckers,21-30mins
How to Prune a Crabapple Tree,Remove water sprouts,11-20mins
How to Prune a Crabapple Tree,Cut off dead or dying wood,21-30mins
How to Prune a Crabapple Tree,Saw off lower branches if desired,21-30mins
How to Prune a Crabapple Tree,Watch for fire blight,1-10mins
How to Get Your Hair to Shine Using a Conditioner and Mousse Spray,Dry your hair using a towel,11-20mins
How to Get Your Hair to Shine Using a Conditioner and Mousse Spray,Blow dry your hair completely if you are not using mousse,31-40mins
How to Get Your Hair to Shine Using a Conditioner and Mousse Spray,Blow dry your hair completely,11-20mins
How to Make Slow Cooker Vegetable Pot Pie,Cook the ingredients for about 6 hours,21-30mins
How to Build a Disposable Ciga Bong,Find a suitable bottle,1-10mins
How to Build a Disposable Ciga Bong,Prepare the aluminum foil,1-10mins
How to Build a Disposable Ciga Bong,Poke holes in the bowl,1-10mins
How to Build a Disposable Ciga Bong,Make a hole in the bottle,21-30mins
How to Build a Disposable Ciga Bong,Use the bong,1-10mins
How to Build a Disposable Ciga Bong,Avoid smoking before work or school,21-30mins
How to Make Checklist Before Purchasing a New House,Check affordability,21-30mins
How to Clean a Wet Mattress,Strip the bed down,11-20mins
How to Clean a Wet Mattress,Use an enzymatic cleaner for urine,21-30mins
How to Deal with an Autistic Girlfriend,Be a good listener,1-10mins
How to Deal with an Autistic Girlfriend,Experience the world through her eyes,1-10mins
How to Tie a Girlguiding Necker,Shake the necker,21-30mins
How to Tie a Girlguiding Necker,Fold the left hand strand in half,31-40mins
How to Tie a Girlguiding Necker,Fold the right hand strand underneath the left hand strand,31-40mins
How to Play Three Kingdoms Online,Understand that in Three Kingdoms Online different kingdoms have different types of troop and technology trees,21-30mins
How to Play Three Kingdoms Online,Get the right items to be successful,11-20mins
How to Play Three Kingdoms Online,Try Encounter: Including City War and National War held once per week,11-20mins
How to Play Three Kingdoms Online,Main Quests: A loyal elder will accompany with you from the very beginning of your journey and provide you with useful advises when you need a guide,31-40mins
How to Play Three Kingdoms Online,League Status: It is important for every player to have a basic understanding of their league when they are choosing a league to join,31-40mins
How to Treat Fin Rot,Do a 100% water change,1-10mins
How to Treat Fin Rot,Check the pH of the tank water,1-10mins
How to Treat Fin Rot,Keep the tank clean and change the water once a week,21-30mins
How to Make a Book Cover,Trace the top and bottom of the book with a fabric pencil,1-10mins
How to Make a Book Cover,Place the book on the felt,11-20mins
