title,action,label
Find Hotels for a Long Term Stay,Ask your employer if you have a corporate discount with any hotel chains.,hours
Find Hotels for a Long Term Stay,Do a yellowpages.com and general search for extended stay hotel and the name of the city you will be staying in.,minutes
Find Hotels for a Long Term Stay,Go to hotels.com or kayak.com to search for hotels in the right location.,minutes
Find Hotels for a Long Term Stay,Write down the costs and amenities for each hotel.,minutes
Clean a Bird,Keep your bird in a warm space.,longer
Clean a Bird,Disinfect surfaces weekly.,minutes
Join NASA,Identify your academic talents.,minutes
Join NASA,Choose the right school.,minutes
Make a Sweat Bath in the Wilderness,Cut the bottom off of an old dome tent.,minutes
Make a Sweat Bath in the Wilderness,Assemble the tent.,minutes
Make a Sweat Bath in the Wilderness,Heat the rocks.,minutes
Make a Sweat Bath in the Wilderness,Transfer the rocks.,minutes
Make a Sphere Out of Paper,Fix a hexagon onto each side of one pentagon.,minutes
Make a Sphere Out of Paper,Wedge in five more hexagons.,minutes
Make a Sphere Out of Paper,Connect five more pentagons.,minutes
Wean Puppies,Gradually offer your puppies puppy food.,minutes
Wean Puppies,Consider using a blender.,minutes
Ship a Cat,Find a good kennel.,minutes
Become a Code: Exotic in Elsword,Take the Level 15 Quest.,days
Use Your Samsung Galaxy As a Baby Monitor,Locate a second phone.,hours
Make a Fly Trap,Add vinegar to the container.,minutes
Make a Fly Trap,Add dish soap to the vinegar.,minutes
Make a Fly Trap,Cover the container in plastic wrap.,minutes
Make a Fly Trap,Poke holes in the plastic wrap.,minutes
Make a Fly Trap,Throw out the dead flies.,minutes
Make a Fly Trap,Disinfect the container.,minutes
Treat Feline Cataracts,Allow your veterinarian to run additional tests.,hours
Treat Feline Cataracts,Consider surgery.,minutes
Treat Feline Cataracts,Give your cat after surgery care.,hours
Pack a Moving Truck,Pack books and bookcases to make the most of the space.,hours
Get Rid of an Unwanted Guitar Buzzing Noise,Look for loose objects on or inside the guitar.,minutes
Prepare for a Female Gymnastics Competition,Eat and drink well.,minutes
Prepare for a Female Gymnastics Competition,Prepare your body.,minutes
Spot Symptoms of Coronary Heart Disease,See your doctor.,minutes
Spot Symptoms of Coronary Heart Disease,Connect to a heart monitor.,minutes
Spot Symptoms of Coronary Heart Disease,Discuss bypass surgery.,minutes
Make an Insect Hotel,Gather materials outside.,hours
Make Vanilla Ice Cream Without an Ice Cream Maker,Pour milk sugar and vanilla extract into a new zip lock bag.,hours
Feed a Baby Turtle,Decide how much to feed your turtle.,minutes
Feed a Baby Turtle,Look into supplements.,minutes
Learn and Understand the Functions of Motor Neurons of the Nervous System of Humans,Learn about the physiology of motor neurons in the human body.,hours
Learn and Understand the Functions of Motor Neurons of the Nervous System of Humans,Study clinical examples of motor disorders in the body.,hours
Learn and Understand the Functions of Motor Neurons of the Nervous System of Humans,Learn about the psychiatric syndrome of schizophrenia.,hours
Be Cute and Sweetly Innocent,Always be polite.,minutes
Be Cute and Sweetly Innocent,Make an effort to remember peoples' names.,minutes
Write an Educational Objective,Write stem statements.,minutes
Write an Educational Objective,Evaluate whether objectives are being met.,minutes
Write an Educational Objective,Revise your objectives if necessary.,minutes
Live a Greener Life,Conserve water.,minutes
Sue a Judge,Prepare to testify.,minutes
Make Biscuits from Scratch,Dissolve the yeast in water.,days
Make Biscuits from Scratch,Knead the dough.,days
Make Biscuits from Scratch,Let rise in a warm place.,hours
Make Biscuits from Scratch,Punch down the dough and divide it into thirds.,days
Make Biscuits from Scratch,Flatten the dough.,days
Make Biscuits from Scratch,Cook the biscuits for 10 to 12 minutes.,days
Hire a Buyer Agent in Michigan,Uncover the agent's honesty.,days
Make a Bouncy Ball,Add the food coloring.,hours
Make a Bouncy Ball,Stir the mixture.,minutes
Make Violet Honey,Bring the water to the boil.,minutes
Make a Fall Flower Garden,Plant your flowers.,minutes
Change Furniture Themes in Animal Crossing: Wild World,Buy furnishings.,minutes
Change Furniture Themes in Animal Crossing: Wild World,Buy wallpaper and flooring.,minutes
Change Furniture Themes in Animal Crossing: Wild World,Get furnishing from villagers.,minutes
Change Furniture Themes in Animal Crossing: Wild World,Figure your layout.,minutes
Change Furniture Themes in Animal Crossing: Wild World,Place the furniture.,minutes
Change Furniture Themes in Animal Crossing: Wild World,Change the wallpaper and flooring.,minutes
Write an English Assignment,Gather relevant information.,minutes
Write an English Assignment,Understand the structure.,minutes
Write an English Assignment,Seek expert help if needed.,minutes
Microwave Artichokes,Microwave your artichokes until they're tender.,minutes
Taper Jeans,Zigzag stitch the edges to keep them from fraying.,hours
Monitor Blood Pressure,Inflate the cuff.,seconds
Monitor Blood Pressure,Remove the cuff.,seconds
React if You Fall off a Cruise Ship,If you do happen to be rescued seek medical attention immediately.,minutes
Make Garlic Paste,Turn on the machine and leave it on.,minutes
Make Garlic Paste,Add one egg white (optional).,minutes
Make Garlic Paste,Add a little lemon juice.,minutes
Make Garlic Paste,Serve as a dip or sauce.,minutes
Make Garlic Paste,Use within three days.,minutes
Bleach Wood,Purchase a 2-part A/B wood bleach at a hardware store.,minutes
Bleach Wood,Wash the wood with a 50/50 white vinegar and water solution.,minutes
Bleach Wood,Sand the wood with 120-grit sandpaper followed by 220-grit sandpaper.,minutes
Bleach Wood,Apply your finish.,minutes
Get Along with Your Boss,Be respectful.,minutes
Grow in Character as a Christian,Tell the truth.,days
Grow in Character as a Christian,Give grace to others.,days
Determine Marketing Needs,Begin adding new marketing strategies according to your needs.,minutes
Wear Backless Shoes,Decide if backless shoes are right for you.,minutes
Decorate a Christmas Tree with Food,Make a popcorn chain.,minutes
Decorate a Christmas Tree with Food,Make other chains.,minutes
Decorate a Christmas Tree with Food,Decorate your tree with some non-food objects if you'd like.,minutes
Reduce iPhone Eye Strain,Schedule Night Shift on your iPhone.,seconds
Beat Bacteria Brutal Mode in Plague Inc.,Hit hard with a batch of symptoms.,hours
Clean a New Tattoo,Clean two to three times per day.,minutes
Treat Mallet Finger with a Splint,Follow up with your doctor.,minutes
Run a Successful Consignment Store,Write a business plan.,hours
Maintain Classroom Discipline,Define behavioral expectations using the CHAMPS model.,days
Keep Your Home Organized Daily,Make your bed every day.,minutes
Keep Your Home Organized Daily,Make a list of any errands you can do while you are out.,minutes
Keep Your Home Organized Daily,Schedule homework time.,minutes
Keep Your Home Organized Daily,Pick out your clothes the night before.,minutes
Keep Your Home Organized Daily,Make a bedtime routine.,minutes
Take a Critique Positively,Listen to the great critics and learn to dismiss the babble of the mediocre.,minutes
Take a Critique Positively,Find ways to stay inwardly calm.,hours
Deal With Going to a Sleepover when You Have Your Period,When changing your tampon or pad at a friends here are some tips to make it less awkward:,minutes
Stop Thinking About Scary Things,Do something relaxing.,minutes
Stop Thinking About Scary Things,Listen to music.,seconds
Stop Thinking About Scary Things,Think about something mundane.,minutes
Cover a Sofa,Measure the length and width of your sofa from back to front and side to side.,minutes
Cover a Sofa,Drape the under layer over the sofa.,hours
Write a Paper in a Night,Choose a topic that will have an abundance of information (if you are allowed to pick your own).,minutes
Write a Paper in a Night,Format your paper (margins etc.),minutes
Practice Kissing,Make and maintain eye contact until you kiss.,hours
Buy a Nitro Remote Control Vehicle,With proper maintenance and operation your RC truck car or buggy will perform and provide hours of fun and excitement.,hours
Buy a Nitro Remote Control Vehicle,Tweaks are key.,minutes
Buy a Nitro Remote Control Vehicle,Keep extra air filters on hand.,minutes
Buy a Nitro Remote Control Vehicle,Make it Yours!,minutes
Build a Castle out of Cardboard Boxes,Plan your castle design.,minutes
Build a Castle out of Cardboard Boxes,Set the cardboard pieces in place to get an idea of the shape of the castle.,minutes
Build a Castle out of Cardboard Boxes,Draw a stone design on a large sheet of tin foil.,minutes
Build a Castle out of Cardboard Boxes,Cover the entire castle in the decorated foil.,minutes
Build a Castle out of Cardboard Boxes,Attach the turrets to the corners of your castle wall.,minutes
Build a Castle out of Cardboard Boxes,Create a moat around the castle.,minutes
Delete a Snapchat Account,Swipe down on your screen.,hours
Delete a Snapchat Account,Scroll down and tap Support.,hours
Delete a Snapchat Account,Enter your password.,hours
Delete a Snapchat Account,Tap Continue.,days
Use a Gym Ball During Pregnancy and After Childbirth,After childbirth your gym ball is a great way to get your pelvic floor muscles back into shape.,days
Avoid Ingrown Toenails,Trim your toenails straight across.,minutes
Avoid Ingrown Toenails,Be careful not to stub your toes.,minutes
Avoid Ingrown Toenails,See a podiatrist on occasion.,minutes
Avoid Ingrown Toenails,Soak your foot in warm water.,minutes
Avoid Ingrown Toenails,Apply some antibiotic cream.,seconds
Take Control of a Relationship,Have a conversation about power.,minutes
Organize Empty Food Storage Containers and Lids,Choose a suitable drawer or cabinet.,minutes
Draw a Free Body Diagram,Draw the forces one by one using arrows pointing to the direction of the force.,minutes
Farm in 7 Days to Die,Make a Gardening Hoe.,hours
Farm in 7 Days to Die,Find a flat land.,hours
Get a Copy of Your Medical Records,Gather the necessary material.,hours
Make Mold Grow on Bread,Spray the bread with water.,seconds
Make Mold Grow on Bread,Seal the bread in the plastic bag.,seconds
Make Mold Grow on Bread,Store the bread in a damp warm area.,seconds
Make Mold Grow on Bread,Observe the mold growth.,seconds
Make Mold Grow on Bread,Dispose of the bread properly.,seconds
